latitude,longitude,geohash,day,hour,month
51.0482460682947,-114.03236679914176,c3nfm,1,17,12
50.975694836917775,-114.04645542410432,c3ncu,1,16,12
51.122647471568506,-114.00591068300928,c3nfv,1,16,12
51.05511846841637,-113.956618454842,c3nfq,1,15,12
50.96345242026742,-114.00201079676908,c3ncv,1,14,12
51.015028271189045,-114.00193279040175,c3nfj,1,13,12
51.034027607952034,-114.23346979956254,c3nf2,1,12,12
51.05313292485727,-114.0598377204972,c3nfk,1,10,12
51.14704188256815,-113.98172207858993,c3nfy,1,9,12
51.11002066811466,-114.0473055675146,c3nfu,1,7,12
51.06683751003708,-114.07159761803176,c3nfs,1,6,12
51.13891172023925,-113.9818178857628,c3nfy,0,22,12
51.081508631058526,-113.96978061439586,c3nfw,0,20,12
50.96171350408207,-113.92058823129985,c3ncz,0,19,12
50.90383972046108,-113.9552690515972,c3ncw,0,18,12
50.913344162631766,-114.06983017479634,c3ncs,0,18,12
51.04615447598855,-114.1060632501978,c3nf7,0,17,12
51.08158443368343,-113.99781953091863,c3nft,0,17,12
51.04882704565637,-114.15274196573354,c3nf6,0,16,12
51.05957112794977,-114.094725401166,c3nf7,0,14,12
51.04796214889871,-114.08111752543309,c3nfk,0,13,12
51.18285708803674,-114.11116351715408,c3ng5,0,12,12
50.97222441605339,-114.10965983976033,c3ncg,0,10,12
50.965081222859226,-114.07459783451314,c3ncu,0,9,12
51.05957112794977,-114.094725401166,c3nf7,0,8,12
50.97952538333234,-113.99963586674328,c3nfj,0,7,12
50.9824086713987,-114.0947307921811,c3nf5,0,6,12
50.89808154551221,-113.9858645302522,c3ncw,0,5,12
50.89882490487471,-113.98181970666536,c3ncw,0,5,12
50.89742561138564,-113.98994687744845,c3ncw,0,5,12
51.107846844089714,-114.14042209133646,c3nfd,6,22,12
51.15391080069029,-113.9584671880638,c3ngn,6,20,12
51.08340935009049,-114.12506379154192,c3nfe,6,20,12
51.08364473530367,-114.12536643433803,c3nfe,6,20,12
50.86732155451051,-113.96665267395996,c3ncq,6,18,12
51.08410371987559,-114.0522757264383,c3nfs,6,17,12
51.13245874994271,-113.96586856677956,c3nfy,6,16,12
50.99416483393632,-114.03923876311713,c3nfh,6,16,12
50.89175301556714,-114.09389522041488,c3nce,6,15,12
50.996389267361565,-114.10159581803676,c3nf5,6,15,12
50.98721743544127,-114.04421126065532,c3nfh,6,14,12
51.02694762930689,-114.14114573426112,c3nf6,6,12,12
51.04035256707804,-113.9087116386719,c3nfr,6,11,12
51.06737986886695,-114.02855129252096,c3nft,6,8,12
51.0815499462003,-113.98232605381908,c3nfw,6,7,12
51.0666064184112,-114.03024620560744,c3nft,5,22,11
51.063347609380585,-114.06252283218085,c3nfk,5,22,11
51.09610335748203,-114.0624275156938,c3nfs,5,20,11
51.02420994615573,-114.11948608024449,c3nf7,5,19,11
51.011323554729614,-114.18643792077664,c3nf1,5,19,11
50.99398109181333,-114.0569117521518,c3nfh,5,17,11
51.067000622855694,-114.06744974528134,c3nfs,5,15,11
51.10912783910626,-114.0835722535152,c3nfg,5,12,11
51.06265406334582,-113.982310994537,c3nfq,5,12,11
50.90339321393358,-114.06964297346876,c3ncs,5,11,11
51.11953598651451,-114.08969800318792,c3nfg,5,7,11
51.1375085693065,-114.21461671113664,c3nfb,5,4,11
51.09594035877488,-113.94760942304876,c3nfx,5,4,11
50.96399010273783,-114.05229242495494,c3ncu,5,0,11
51.11183006714903,-113.97413690945214,c3nfy,4,23,11
51.03588083406776,-114.0020020957064,c3nfm,4,22,11
50.99458030238541,-114.0766583996432,c3nfh,4,22,11
51.09557531673349,-114.0715106475469,c3nfs,4,20,11
51.11854177333751,-114.23318989340096,c3nfb,4,20,11
51.03782103973644,-114.0755679440038,c3nfk,4,20,11
51.03787234530376,-114.07434678490948,c3nfk,4,20,11
51.0858878166976,-113.95850044372617,c3nfw,4,19,11
51.07427692439806,-114.09473330345082,c3nfe,4,18,11
50.97952379624915,-113.9843501028079,c3nfn,4,18,11
51.05533932933521,-113.98240435719724,c3nfq,4,17,11
50.98709023265709,-114.0352094474333,c3nfj,4,17,11
50.98357020114614,-114.02087589168109,c3nfj,4,16,11
51.16544651602899,-113.97155005696858,c3ngn,4,15,11
51.12555572780464,-114.20707827399724,c3nfc,4,14,11
51.03789010518784,-113.9289124012081,c3nfr,4,14,11
51.13726631170363,-114.24183768082696,c3nfb,4,13,11
51.14270042908453,-114.12366237929984,c3nfg,4,13,11
51.06304946727415,-113.9202676140091,c3nfr,4,12,11
51.14674510634408,-114.0287207121766,c3nfv,4,12,11
50.9843400691065,-114.0422490971169,c3nfh,4,12,11
51.17355275471895,-114.05433651971651,c3ngh,4,11,11
51.12267545033157,-114.0447939716324,c3nfu,4,10,11
51.04522318640838,-114.11320121235244,c3nf7,4,10,11
51.0443865097966,-114.11236464717686,c3nf7,4,10,11
51.087547169117215,-114.10912455515044,c3nfe,4,10,11
51.049019277230464,-114.01880251824804,c3nfm,4,10,11
51.04687121888863,-114.11482488391094,c3nf7,4,9,11
51.01106085350591,-114.00881822729733,c3nfj,4,9,11
51.03341185237087,-114.11808459589392,c3nf7,4,8,11
51.17376685416532,-114.05592897712262,c3ngh,4,7,11
51.03781314947917,-114.087039326918,c3nf7,4,7,11
51.04649243302907,-114.11469103328172,c3nf7,4,7,11
50.9868654268982,-114.03987296924656,c3nfh,4,7,11
51.05364325264202,-114.01922287775344,c3nfm,4,7,11
51.175438741271066,-114.03598337554172,c3ngj,4,7,11
51.17615172634678,-114.01539845520936,c3ngj,4,7,11
51.127498466467486,-114.04572109018186,c3nfu,4,7,11
50.95693263879183,-114.02930313742436,c3ncv,4,7,11
51.13759573486718,-114.03828880981308,c3nfu,4,6,11
51.13463000204407,-114.04164010692286,c3nfu,4,6,11
51.040046512939895,-114.00658346728292,c3nfm,4,6,11
51.040067995532354,-114.00663451824552,c3nfm,4,6,11
51.04801738334521,-114.01757504146968,c3nfm,4,6,11
51.1244697503994,-114.04670006248946,c3nfu,4,6,11
51.04142079216075,-114.00775879653402,c3nfm,4,4,11
51.04620931591784,-114.0147040295898,c3nfm,4,4,11
51.046273669275855,-114.01550124546856,c3nfm,4,4,11
51.14332131955754,-114.25702693671067,c3nfb,4,4,11
50.899228862259775,-113.975192554264,c3ncw,3,21,11
51.132567335401085,-113.9524553706816,c3nfy,3,21,11
51.14757079712524,-114.07745166677933,c3nfu,3,20,11
51.17578103527476,-114.01883157639772,c3ngj,3,20,11
50.97967386990613,-113.98207937447552,c3nfn,3,19,11
51.0377485637501,-113.9816834099847,c3nfq,3,18,11
51.15434646077205,-114.05243553361704,c3ngh,3,18,11
51.140772287965,-114.03268382148428,c3nfv,3,18,11
51.04357782728383,-114.11176632602992,c3nf7,3,18,11
51.01602105834124,-114.0406543115944,c3nfh,3,17,11
51.12654846530404,-113.94767909047472,c3nfz,3,17,11
51.02566174707082,-113.99963835636328,c3nfm,3,17,11
51.04094689327692,-113.95838375130778,c3nfq,3,17,11
51.05533932933521,-113.98240435719724,c3nfq,3,16,11
51.174114641531794,-114.07478804100198,c3ngh,3,16,11
51.09611793060413,-114.04082301611224,c3nfs,3,16,11
51.17465674585582,-114.05117679753278,c3ngh,3,16,11
51.100194434696455,-114.15273454925972,c3nfd,3,15,11
51.093388600956565,-114.15494554608944,c3nfd,3,15,11
51.06710440109158,-113.96331083719544,c3nfw,3,15,11
51.03739145274041,-114.01798479945172,c3nfm,3,15,11
51.06737986886695,-114.02855129252096,c3nft,3,14,11
51.03705104750596,-114.0045565150287,c3nfm,3,14,11
51.12216565969903,-114.04615450151434,c3nfu,3,14,11
51.14098619698272,-114.03500742627206,c3nfv,3,14,11
50.98948320430521,-114.02800523218426,c3nfj,3,14,11
51.029329824604304,-114.0331066193033,c3nfm,3,13,11
51.04516022836461,-114.00166209137724,c3nfm,3,13,11
50.9722578406317,-113.98181440385854,c3ncy,3,12,11
51.122642613193946,-114.04624411271068,c3nfu,3,12,11
51.093388600956565,-114.15494554608944,c3nfd,3,12,11
51.01540576694331,-113.99950746365872,c3nfj,3,12,11
51.044083499887854,-113.92093961325152,c3nfr,3,12,11
51.04890825233804,-114.01936396466768,c3nfm,3,11,11
51.1736149077922,-114.05635208355685,c3ngh,3,10,11
50.99879644151404,-113.98436057395804,c3nfn,3,10,11
51.16522631913559,-114.12955179958152,c3ng4,3,9,11
51.04502267458859,-114.10704251627212,c3nf7,3,9,11
51.13381370359852,-114.08926572938944,c3nfg,3,9,11
50.99754791378575,-113.92129124684956,c3nfp,3,8,11
51.03783123950965,-114.06849973161968,c3nfk,3,8,11
51.09605893549493,-114.06605109450608,c3nfs,3,7,11
51.04764483857519,-114.07024640991092,c3nfk,3,6,11
50.92067794809918,-114.09811284515098,c3nce,3,6,11
50.94692930979649,-113.99066481480013,c3ncy,3,6,11
51.0898003336484,-114.09480298307903,c3nfe,3,6,11
50.962482984733946,-113.9358663817767,c3ncz,3,4,11
51.001039406233794,-114.16573520779096,c3nf4,3,0,11
51.06654214854844,-114.02987136101991,c3nft,2,23,11
51.03780940197591,-114.12077936683008,c3nf7,2,21,11
50.97948057411993,-113.98198603034848,c3nfn,2,21,11
51.08142441713358,-114.0050840805176,c3nft,2,20,11
51.05824838840424,-114.1179412050285,c3nf7,2,19,11
51.05816279256368,-114.11795482438676,c3nf7,2,19,11
51.05860363836327,-114.11787549050293,c3nf7,2,19,11
50.99099464854205,-113.92134862474892,c3nfp,2,19,11
50.99775267124335,-114.08316489132731,c3nf5,2,18,11
50.91389742421176,-114.0827335035174,c3nce,2,18,11
51.09557531673349,-114.0715106475469,c3nfs,2,18,11
50.892630816298364,-114.02961613433756,c3nct,2,18,11
51.0520679494735,-113.94183839940852,c3nfr,2,18,11
50.96344712407675,-114.08488693899012,c3ncg,2,17,11
50.88809445340929,-113.97064910949922,c3ncq,2,17,11
50.88816066712596,-113.97048093082635,c3ncq,2,17,11
50.87871223698927,-113.93886860343284,c3ncr,2,17,11
51.02319857494528,-114.0946907427378,c3nf7,2,17,11
50.95353952802012,-113.95860547005216,c3ncy,2,17,11
51.12292864238992,-114.19588760120054,c3nfc,2,17,11
51.077864603244734,-113.98865042537804,c3nfw,2,16,11
51.08298263777151,-114.0948265839682,c3nfe,2,16,11
51.00872891712729,-113.95835758474004,c3nfn,2,16,11
50.902813390023056,-114.09866516782294,c3nce,2,15,11
50.96136324156392,-114.10333723401368,c3ncg,2,14,11
50.99824661814226,-114.03359323347188,c3nfj,2,14,11
51.12510627918931,-113.94976766837372,c3nfz,2,14,11
51.00314051947461,-114.02982720804212,c3nfj,2,11,11
51.05524387869883,-114.06243888787068,c3nfk,2,8,11
50.98301823548303,-113.9215985152178,c3nfp,2,7,11
50.899523508480975,-113.94467470385456,c3ncx,2,7,11
51.176012922653385,-114.00700352811543,c3ngj,1,23,11
51.049259824133536,-114.06030023876096,c3nfk,1,22,11
51.096185248170414,-114.04840172827456,c3nfs,1,22,11
51.06787939064271,-113.98273489491405,c3nfw,1,21,11
50.9722950440936,-113.97578968135028,c3ncy,1,20,11
51.10007354379822,-114.12195067198284,c3nfe,1,19,11
50.88318849646611,-113.96844632065644,c3ncq,1,18,11
51.07062333957437,-114.05613288958791,c3nfs,1,18,11
51.08142629917104,-114.1305886681588,c3nfd,1,18,11
50.97962333886481,-113.9153216733096,c3nfp,1,18,11
51.052414931564925,-113.93513607201513,c3nfr,1,18,11
51.07378618823246,-114.18576769679078,c3nf9,1,18,11
51.00879125284165,-114.0016895754478,c3nfj,1,17,11
51.0452184631668,-114.18757690729548,c3nf3,1,17,11
51.07631641855944,-113.95850372591498,c3nfw,1,17,11
51.10022494665452,-114.1460205602876,c3nfd,1,17,11
51.03889501867842,-114.07434671048294,c3nfk,1,16,11
51.10686230903248,-113.9500274882948,c3nfx,1,16,11
51.02813011817728,-113.95838482285478,c3nfq,1,16,11
51.06647236616743,-114.1292392726046,c3nfd,1,15,11
50.99903906199427,-113.95905579497824,c3nfn,1,14,11
51.09601288763539,-114.03392942327272,c3nft,1,14,11
50.9797458665861,-114.0716511445922,c3nfh,1,13,11
51.047298061422914,-114.11508891984047,c3nf7,1,12,11
51.06684587119954,-114.06250614375344,c3nfs,1,11,11
51.15420174238319,-114.03163366812548,c3ngj,1,11,11
51.045945464455855,-113.9209555535011,c3nfr,1,11,11
50.99339915225154,-114.05547672237266,c3nfh,1,10,11
51.037742443456025,-114.02512729383618,c3nfm,1,10,11
51.00868046343723,-114.06775670492706,c3nfh,1,10,11
50.99878247473684,-113.98974548486954,c3nfn,1,10,11
51.04758666995301,-114.01826256817208,c3nfm,1,10,11
51.03779270419746,-114.14121118988577,c3nf6,1,9,11
50.885271470516685,-113.94177999519869,c3ncr,1,9,11
51.05940259151444,-114.13978335439948,c3nf6,1,9,11
51.0958190819447,-114.14583165513824,c3nfd,1,8,11
51.13772576127605,-114.1643394860948,c3nff,1,8,11
51.14776213292775,-114.0965026992576,c3nfg,1,8,11
51.03997262785028,-114.00639295435784,c3nfm,1,7,11
51.06710440109158,-113.96331083719544,c3nfw,1,7,11
50.95061557327774,-114.0741135663327,c3ncu,1,7,11
50.99407005942868,-114.03876574603576,c3nfh,1,7,11
51.0659959213297,-114.02735371176622,c3nft,1,7,11
51.11187502559851,-114.04736401456908,c3nfu,1,6,11
51.05625476488648,-113.9210496912505,c3nfr,1,6,11
51.00005956684142,-114.11907940738384,c3nf5,1,6,11
51.06692834313758,-113.95224913940535,c3nfw,1,6,11
51.03956466967087,-114.00646105642996,c3nfm,1,6,11
50.96738588108784,-114.03391137480564,c3ncv,0,20,11
50.96743957514276,-114.03382641931768,c3ncv,0,20,11
51.053268675503205,-114.0502832296276,c3nfk,0,19,11
51.13663553649007,-113.92272838039548,c3nfz,0,19,11
51.08142441713358,-114.0050840805176,c3nft,0,19,11
50.98672069799626,-114.02451350312283,c3nfj,0,18,11
50.98652162348653,-114.02427369221358,c3nfj,0,18,11
51.142488425295525,-114.06932145510282,c3nfu,0,18,11
51.06624208424306,-114.02724699525602,c3nft,0,18,11
50.956224129505614,-114.02901375135836,c3ncv,0,18,11
51.06770095814601,-114.12267670265162,c3nfe,0,17,11
50.93963936436667,-113.9850562785572,c3ncy,0,17,11
51.11625170627234,-114.22902882629448,c3nfb,0,17,11
50.999529723404365,-114.1179115254343,c3nf5,0,17,11
50.9995330034637,-114.11795726589048,c3nf5,0,17,11
50.99496462536861,-114.09761995776472,c3nf5,0,17,11
50.89562232048375,-113.99112583467756,c3ncw,0,16,11
51.13091944090877,-114.2265411071806,c3nfb,0,15,11
51.154139012205306,-113.9691025324755,c3ngn,0,15,11
51.07233806904776,-114.07154260767815,c3nfs,0,15,11
51.00131795970452,-114.12281385934624,c3nf5,0,12,11
51.09307310054925,-114.23466934545677,c3nf8,0,12,11
50.999089227261535,-113.95855198991887,c3nfn,0,12,11
51.09615240947911,-114.03392110228312,c3nft,0,12,11
51.04570834152645,-114.1141470389914,c3nf7,0,12,11
51.00737495549942,-114.1415437249065,c3nf4,0,10,11
51.15441071516764,-113.92836928838696,c3ngp,0,10,11
51.04986882902291,-114.11764309220332,c3nf7,0,9,11
51.12256824620589,-114.04607433765672,c3nfu,0,9,11
51.04125445702259,-114.0343477136084,c3nfm,0,9,11
51.084231227568544,-114.12392761113549,c3nfe,0,8,11
50.92967474511257,-113.9753348344274,c3ncw,0,7,11
50.98758161827461,-113.92168326604796,c3nfp,0,7,11
51.05490879755979,-114.01992475042144,c3nfm,0,6,11
51.05030688802077,-114.0484465986909,c3nfk,6,21,11
51.0415072162228,-114.1236427637074,c3nf7,6,20,11
51.06701226876986,-114.10209276154148,c3nfe,6,19,11
51.03783263416,-114.0611213821008,c3nfk,6,18,11
51.00802362995553,-114.1646855498956,c3nf4,6,18,11
51.04519138837927,-114.05073995598056,c3nfk,6,17,11
51.11056892261938,-114.05684532687556,c3nfu,6,17,11
50.96098625070689,-114.07202044002906,c3ncu,6,16,11
50.9671078887942,-114.03430838043636,c3ncv,6,16,11
50.90685225240351,-114.06676121783288,c3ncs,6,12,11
51.04248624149222,-113.98164974219604,c3nfq,6,12,11
51.01507229283869,-113.93011021790969,c3nfp,6,10,11
50.996389267361565,-114.10159581803676,c3nf5,6,5,11
51.09236320603451,-114.06243575594856,c3nfs,6,5,11
51.15273080944574,-114.15072838091024,c3ng4,6,3,11
51.02332170147883,-113.9854205226772,c3nfq,5,23,11
51.05179485048709,-114.118116219527,c3nf7,5,20,11
51.10612430373931,-113.98038952117165,c3nfw,5,19,11
51.08150341503385,-114.18917149038607,c3nf9,5,19,11
51.16876315359863,-113.9933704838379,c3ngn,5,19,11
51.04427729180394,-114.00998234104132,c3nfm,5,18,11
50.93564428887161,-113.97564908651056,c3ncy,5,18,11
51.0684551135798,-114.1285248348911,c3nfd,5,15,11
51.03971847325788,-114.03044429326386,c3nfm,5,15,11
51.03781098674016,-114.11790685179189,c3nf7,5,13,11
51.02795592503115,-113.99850616841144,c3nfm,5,13,11
51.067172246014906,-114.22563754432328,c3nf8,5,13,11
51.175827398135496,-114.00156310248838,c3ngj,5,13,11
51.03050853300526,-114.05967500215178,c3nfk,5,12,11
51.10730424909728,-114.24489740938375,c3nf8,5,12,11
51.08154533666355,-114.01224775217476,c3nft,5,12,11
51.0815501717678,-114.00271752069074,c3nft,5,11,11
51.06710440109158,-113.96331083719544,c3nfw,5,7,11
51.01498837007092,-113.9992381146866,c3nfj,5,6,11
51.14158636277041,-114.03837871099007,c3nfu,5,0,11
51.05196098758529,-114.08586034759156,c3nf7,4,22,11
51.00843313154275,-114.01877627258742,c3nfj,4,20,11
51.16264288824199,-114.00485124177304,c3ngj,4,20,11
51.03427303180722,-113.99916494311488,c3nfm,4,20,11
51.12143663148554,-114.20160227529782,c3nfc,4,20,11
51.04874113753205,-114.15271615443444,c3nf6,4,20,11
50.930172605282806,-114.03860677096284,c3ncs,4,19,11
51.09617519741951,-113.9351186946721,c3nfx,4,19,11
51.12524766468759,-113.95841647117022,c3nfy,4,19,11
50.9668533839599,-113.98162987005648,c3ncy,4,19,11
51.17461858353288,-114.00080526989622,c3ngj,4,18,11
51.174575614125146,-114.0007198943154,c3ngj,4,18,11
51.04517519242763,-113.95806722424908,c3nfq,4,18,11
51.1141603968035,-114.20954382744634,c3nfc,4,18,11
51.03783123950965,-114.06849973161968,c3nfk,4,18,11
51.052869093382206,-114.0517005517263,c3nfk,4,18,11
51.0399679013091,-113.9209305048908,c3nfr,4,18,11
50.92135828312257,-114.16333873499792,c3ncd,4,17,11
50.89948315206403,-114.06327353537954,c3ncs,4,17,11
50.86654570745441,-114.03807899868372,c3ncm,4,16,11
51.14457864983786,-113.92152007441938,c3nfz,4,16,11
51.01638254644556,-113.91200287837025,c3nfp,4,16,11
50.989041802217855,-113.92176840674436,c3nfp,4,16,11
50.98906327651451,-113.92175142080454,c3nfp,4,16,11
51.10883777544689,-114.17981146225053,c3nfc,4,15,11
51.04428277471607,-114.05321358623296,c3nfk,4,15,11
51.11056442921744,-114.04508501757292,c3nfu,4,14,11
51.03740080194431,-114.0132812498438,c3nfm,4,14,11
51.0769412375431,-114.07154485400544,c3nfs,4,14,11
51.090254690181055,-114.23235729204666,c3nf8,4,14,11
50.89540284255467,-114.05650793278902,c3ncs,4,14,11
51.03780784043022,-114.12364817458516,c3nf7,4,12,11
51.056976755531295,-114.21084429562488,c3nf3,4,11,11
51.18423727469995,-114.0017602048819,c3ngj,4,9,11
51.09597374798984,-114.00175570956124,c3nft,4,8,11
51.02976117322135,-114.11775655420188,c3nf7,4,8,11
51.09156332918445,-114.23374952878258,c3nf8,4,8,11
50.89362845369256,-114.08675509956738,c3nce,4,6,11
51.05257858989202,-114.11810124014993,c3nf7,4,6,11
51.05547099359877,-114.00160297989534,c3nfm,3,18,11
51.09610335748203,-114.0624275156938,c3nfs,3,18,11
50.9639865546772,-114.04842808762518,c3ncu,3,17,11
51.11271551716527,-114.05655561725987,c3nfu,3,16,11
50.9803559760629,-114.0679406202926,c3nfh,3,16,11
50.9868654268982,-114.03987296924656,c3nfh,3,16,11
50.890901461410905,-114.0247905141999,c3nct,3,15,11
51.10168700589646,-114.0450209830474,c3nfs,3,15,11
50.98601954493121,-114.08313267325548,c3nf5,3,15,11
51.06684440863631,-113.93546403206422,c3nfx,3,15,11
51.0866583801366,-113.994825279849,c3nft,3,13,11
50.99939566673554,-114.1180190334194,c3nf5,3,13,11
51.04749747501882,-114.01718793087372,c3nfm,3,13,11
51.1412790617972,-113.92144335667813,c3nfz,3,12,11
51.06146720110684,-114.0858090262917,c3nf7,3,11,11
51.16559079099517,-114.12992513716586,c3ng4,3,11,11
51.0468709306525,-114.0762428231684,c3nfk,3,10,11
50.99243009395839,-114.0532578262636,c3nfh,3,10,11
50.9924474352644,-114.0532776461034,c3nfh,3,10,11
51.09120964615536,-113.98194208845476,c3nfw,3,9,11
51.13878472361433,-114.1570192570771,c3nff,3,9,11
51.10801032737975,-113.93494233180174,c3nfx,3,9,11
51.11070409064803,-114.04494877065864,c3nfu,3,9,11
51.11063963759288,-114.04494199611275,c3nfu,3,9,11
51.04757207554941,-114.02061157393894,c3nfm,3,8,11
50.9477399394541,-113.99938066994092,c3ncv,3,8,11
51.006926318736845,-114.0813695291266,c3nfh,3,7,11
50.8664445465956,-114.03923501405816,c3nck,3,7,11
51.15318732101352,-114.12799877270253,c3ng4,3,7,11
50.93130987301511,-113.95812957370524,c3ncw,3,6,11
51.14031062046816,-113.96979682910924,c3nfy,3,5,11
51.13992668352781,-113.96913974261476,c3nfy,3,5,11
51.00149979837958,-114.0494222740016,c3nfh,3,4,11
51.17594535005923,-114.1455419785338,c3ng4,2,20,11
51.03596096409076,-113.99579447964592,c3nfm,2,20,11
51.12512634262721,-114.06284290570868,c3nfu,2,19,11
51.03705069701332,-114.01013349430296,c3nfm,2,19,11
51.15118268428534,-114.02320563822092,c3nfv,2,18,11
51.114118329376446,-113.94665582899994,c3nfz,2,18,11
51.10532722740396,-113.94499641651466,c3nfx,2,17,11
