latitude,longitude,geohash,day,hour,month,label
51.049614820792776,-114.11625388751015,c3nf7,3,8,8,1
51.12614106,-113.9449446,c3nf1,4,17,8,0
51.00348891,-114.118015,c3ng0,4,16,12,0
51.14728601,-113.9702215,c3ngn,0,6,7,0
51.05278469,-113.9635999,c3nfq,0,18,1,1
51.08121344,-113.9886585,c3ncd,0,13,5,0
51.05356272,-114.0191331,c3ncx,1,9,3,0
51.05124427205982,-114.01912275938098,c3nfz,6,19,10,0
51.02309591,-114.0406671,c3nfk,5,17,9,1
51.04988143,-114.0849528,c3nf0,5,15,1,0
50.87734541,-114.0246476,c3nce,4,19,9,0
51.17519577,-114.1569686,c3ngj,3,7,7,0
51.08154622502186,-113.96353618693736,c3ndx,1,8,12,0
50.86448485239615,-114.03604990094436,c3nc9,4,16,11,0
51.04411454,-114.0912451,c3nc9,5,23,3,0
50.97224323,-114.1004404,c3ncg,1,15,1,1
51.00874567746881,-114.12040833465907,c3nf5,2,23,5,1
51.01437831,-114.0019456,c3ng0,3,16,4,0
51.01724898,-114.1710476,c3ngj,2,16,7,0
51.04284883,-114.1123447,c3nf7,1,17,10,1
51.1509134,-114.0017272,c3nfv,4,13,11,0
51.03050891,-114.0598073,c3ncz,3,17,3,0
50.96651471,-114.0367699,c3ncv,4,17,11,1
50.89562232048375,-113.99112583467756,c3nfe,0,16,11,0
51.03936522362719,-113.98310567612728,c3nfw,2,20,7,0
50.88554838423698,-114.05002785655849,c3nck,4,12,9,0
51.09262505963332,-114.0108564050203,c3nft,1,16,7,1
51.00866282,-114.0193203,c3nfj,4,15,1,1
51.05336966,-114.1654769,c3nfy,5,10,7,0
51.0657496,-113.9585834,c3ndx,2,9,5,0
50.97224965050607,-114.06872073360717,c3ncu,0,8,12,1
51.05240151,-114.1823066,c3nf3,5,15,11,0
50.91654364014421,-113.9431921374014,c3ncx,0,11,9,0
50.9635003,-114.0126482,c3nf0,5,22,10,0
51.00865788,-114.1393788,c3nf0,1,20,1,0
51.11061675,-113.955871,c3ncf,0,18,7,0
51.06691641,-114.015356,c3ncz,2,16,3,0
51.04262449261462,-114.07148057660925,c3nf8,6,4,5,0
50.91366116,-114.08275,c3nf1,5,20,5,0
51.05721799,-114.1184682,c3nf7,3,15,4,1
51.00298993,-114.1179695,c3nf5,0,15,5,1
51.12486569,-114.0715249,c3nfu,0,20,10,0
51.08154622502186,-113.96353618693736,c3p1b,1,8,12,0
50.96871267,-114.0714504,c3nfz,3,7,1,0
50.95418733,-114.1180562,c3ncg,0,12,6,1
51.05249443,-114.1104822,c3p42,2,21,8,0
51.1335569562811,-114.08915364530944,c3nfg,0,18,10,0
51.03075677,-114.1643896,c3nf6,6,11,9,1
51.07534328453714,-114.0946183237791,c3nf0,2,16,7,0
51.11067454,-114.0528427,c3ndx,5,18,8,0
50.96694351,-114.0353745,c3ncv,0,11,1,1
50.95418733,-114.1180562,c3p48,0,12,6,0
51.07578370223333,-113.9817852705904,c3nfw,2,4,12,0
51.12624411984655,-114.0555424226805,c3nf9,1,20,9,0
51.14765256315429,-114.09637769876824,c3nfg,3,8,9,0
51.05328494877404,-113.9564397377463,c3nfq,2,19,10,1
51.05000340252614,-113.93523414179911,c3nfr,1,16,11,0
50.91061880997698,-114.12591370744106,c3nce,5,21,10,0
51.0476765,-114.0213062,c3nfm,3,8,4,1
51.15444186,-113.9474071,c3ngp,2,10,2,0
51.04383756,-114.0813897,c3nff,6,19,9,0
51.06956863,-114.0268902,c3ncd,5,8,12,0
51.12166539,-114.167809,c3nf1,3,9,12,0
51.04383756,-114.0813897,c3nct,1,10,7,0
50.9511926239006,-114.01269450277536,c3p42,2,7,5,0
51.06880402,-114.0560969,c3nf4,4,16,6,0
51.0088569,-114.1460205,c3nct,5,10,12,0
51.14872055477224,-114.09753448375923,c3ncu,6,5,2,0
51.06740191,-114.0281193,c3ncs,2,0,8,0
51.06687790385121,-114.01417897259392,c3nfn,0,18,6,0
51.017248983037774,-114.17104763151076,c3ngh,0,14,9,0
50.985602654305424,-114.02308809427336,c3nf9,1,7,9,0
51.04001433,-114.0065749,c3nf3,4,7,6,0
51.07437606682515,-114.12829793668436,c3p18,4,14,9,0
50.96508499,-114.0717355,c3ncu,4,21,6,0
51.06682823,-114.0130662,c3ng5,6,4,10,0
51.05240151,-114.1823066,c3nf3,2,4,6,0
50.97958947,-114.0733418,c3ncw,5,22,12,0
51.06708819,-114.0624261,c3nf3,5,12,7,0
51.08496552,-113.9819635,c3nfw,0,20,11,1
51.13355696,-114.0891536,c3nfg,1,21,2,0
51.15420402584633,-113.9336723820406,c3nf3,5,17,10,0
51.04694978,-114.1861285,c3nf3,0,17,7,1
51.067036939557816,-114.01411339077605,c3ncx,1,8,10,0
50.9487729,-114.0306453,c3ncs,0,4,5,0
50.96597636,-114.0388246,c3p1b,1,20,10,0
50.99415668,-114.0391731,c3nfh,0,0,12,0
51.153448274066356,-114.02386082966608,c3ngj,5,6,9,0
51.08212033278915,-114.03460004017847,c3nft,0,17,3,1
50.97961074511775,-113.91543476715913,c3nfp,4,3,4,0
51.08337995,-114.2102577,c3nf9,2,6,5,1
51.0670370179043,-114.01344881159844,c3p18,3,13,1,0
51.152091442152106,-114.16525913461172,c3nff,5,13,5,1
51.09276811,-114.1061776,c3ncu,1,7,3,0
50.9311591,-114.0686808,c3nf6,3,6,2,0
51.09157044,-113.9584745,c3nfe,4,23,5,0
51.1111722,-114.158832,c3nff,0,20,9,0
51.06700338586237,-114.09754598346947,c3ncd,6,13,8,0
51.13726631,-114.2418377,c3ng0,2,8,5,0
51.08221921575812,-114.12713889399484,c3nf2,4,14,2,0
51.06701546,-114.0132747,c3ng5,3,10,12,0
50.90752668792079,-113.91244002954426,c3nf8,5,10,10,0
51.12801746,-114.0615491,c3ncy,5,0,9,0
51.03390568735056,-114.15281067518691,c3nc7,0,15,10,0
51.03782803,-113.9613706,c3nct,2,19,4,0
51.16622674692877,-114.00187919402664,c3ngj,6,13,11,1
51.0688088,-113.9818979,c3nf2,5,20,9,0
51.05606015834602,-114.11789456549252,c3ncd,2,17,5,0
51.09637407,-113.9264907,c3nfy,4,6,11,0
50.87912441,-113.9760989,c3ncq,1,11,12,0
51.07782486659048,-113.9853911277462,c3nf5,0,11,7,0
51.154379817149206,-114.02852004099093,c3ngj,0,17,10,0
50.98733983,-113.9701128,c3nfn,3,5,11,0
51.03050853,-114.059675,c3nc9,3,4,10,0
51.01130333,-114.0666528,c3nf3,4,13,2,0
51.03784827,-114.2341821,c3nf2,3,22,3,1
51.15683976,-114.1139427,c3ng5,4,2,9,0
51.04383756004041,-114.08138968233892,c3ncq,0,15,9,0
51.07400148,-113.9585038,c3nf6,0,19,10,0
51.12527395,-113.981741,c3nfy,1,9,2,1
51.06228428,-114.0947643,c3p1b,6,5,4,0
50.97058953,-114.036222,c3ncv,3,13,11,1
51.18108989805002,-114.10077410354111,c3ng5,5,19,10,1
51.03829846,-114.1132177,c3ncs,6,10,2,0
51.03791358579471,-113.9930542404616,c3p42,2,17,10,0
51.07143256,-113.9814928,c3nfh,3,1,10,0
50.89503379,-113.9735483,c3nc7,0,12,12,0
51.07101017,-114.1180334,c3ncr,1,15,12,0
51.04281570256673,-114.1115515897533,c3nf7,2,22,8,0
51.06690836,-114.0424585,c3nfs,4,17,4,1
50.87940209,-113.9705025,c3ncq,5,22,6,1
51.07307487313231,-114.16475380171912,c3nfd,3,11,9,1
51.04874250098442,-114.01978604656516,c3nfm,2,13,5,1
50.91830077004213,-113.95871652706664,c3ncd,5,10,9,0
51.0933886,-114.1549455,c3nfd,4,15,3,1
51.07896192401431,-114.03098665600008,c3ndx,2,15,7,0
51.04844212649852,-114.16413315015494,c3nc9,4,12,5,0
51.07677927412268,-114.17590949684836,c3nf9,0,9,3,0
51.039746860189865,-114.07150780387468,c3nc9,5,1,3,0
51.08497167761384,-114.05206332342134,c3nfv,0,13,9,0
51.04407887,-114.1643232,c3nct,4,4,12,0
51.088944727646265,-114.202266196511,c3nf9,2,22,1,0
50.99411397,-114.0668984,c3nfg,1,16,3,0
51.067036939557816,-114.01411339077605,c3ngh,3,9,3,0
51.15400786,-114.1073881,c3ng5,1,10,2,0
50.98332013,-114.0367863,c3nfj,5,11,9,1
51.01778782665105,-114.1644115712046,c3nf0,3,14,9,0
50.93957999,-114.0675198,c3ncm,1,13,1,0
50.97952538333234,-113.99963586674328,c3nfj,1,9,11,1
51.01763714,-113.9796209,c3nfn,5,13,6,1
51.09999959775317,-113.9597699418623,c3nfw,4,22,7,1
50.99416483,-114.0392388,c3nfh,6,13,11,1
51.03776386,-113.9700118,c3ngh,5,11,10,0
51.17959320185785,-114.0015037327042,c3ng4,3,11,1,0
51.151471837721004,-114.12876054949298,c3nff,1,23,2,0
50.99670394584997,-114.0345911846805,c3nfj,0,13,12,1
50.9946452774586,-114.097870431966,c3p42,6,17,11,0
51.05720583896784,-114.11804211650168,c3nfd,5,12,7,0
51.06002275,-113.9584461,c3nfq,0,14,3,1
51.009064825765,-114.01943757061316,c3nfj,5,21,11,1
51.19500207,-114.1627941,c3ng4,5,19,3,0
50.97894485457367,-113.99258199884036,c3nc9,3,17,2,0
51.06038813992116,-113.98186891621388,c3nfq,6,17,11,1
50.99418059,-114.0947133,c3nf5,0,9,11,1
50.99865111684276,-113.9853668529101,c3nfn,0,7,12,1
51.08611695762065,-114.03780567582028,c3nf1,0,12,5,0
51.13262623,-113.9708714,c3ng5,0,5,8,0
51.03791849137345,-113.9433494117426,c3nfr,3,14,8,1
50.94937152081104,-114.06095491566734,c3ncu,0,12,9,1
50.92687352450528,-113.97550786398917,c3nc7,1,7,10,0
51.07701571,-114.029399,c3nft,0,7,11,1
51.05719239874199,-114.1353364577396,c3nfn,5,14,8,0
50.95793435,-113.9815312,c3nf1,2,15,9,0
51.143037656805085,-114.2565541896062,c3nfb,2,5,11,0
51.04346562,-114.0655703,c3nfw,4,5,7,0
51.08157589174378,-113.9589297484775,c3nfw,4,19,7,1
51.16506798,-114.1298237,c3ndx,0,14,1,0
51.06690536114623,-114.1063502170062,c3ncz,3,23,9,0
50.87150986285229,-113.96236535196364,c3ncq,0,11,5,0
51.10686231,-113.9500275,c3nfx,6,6,4,0
51.17615173,-114.0153985,c3nct,4,23,7,0
51.11028104,-114.0780956,c3nfv,5,13,12,0
51.06681961,-114.0898355,c3ncz,1,16,6,0
51.05491645,-114.0634767,c3ng0,4,12,5,0
51.05892779,-114.1179797,c3nf7,6,7,2,0
51.10867071069433,-114.0468193734052,c3ng1,4,12,9,0
51.08161333301937,-114.03298279129486,c3ngj,5,15,4,0
51.01840424,-114.1567034,c3nf4,5,8,4,1
51.04246119942055,-114.06572815404978,c3nfk,5,7,1,1
51.13255384621865,-113.94680818684112,c3ncz,2,18,4,0
51.07414568,-114.0271095,c3nft,1,22,10,1
51.00780362,-114.1648977,c3nf4,2,5,11,1
51.03782827,-114.0745298,c3nfm,6,2,3,0
51.00827228,-114.017185,c3nce,3,16,7,0
51.02868256819652,-113.99520295649108,c3nfm,4,6,12,1
51.15231483731289,-114.15426401945018,c3nff,5,11,3,0
51.04355743,-114.071512,c3nct,5,0,8,0
51.12654846530404,-113.94767909047472,c3nfz,2,11,11,0
51.0471566813253,-114.05306185794998,c3nf2,4,17,11,0
51.14861723,-114.0977864,c3nfg,1,15,7,0
51.10346437,-114.1982337,c3nf9,0,20,5,0
51.07148510265653,-113.97860029633812,c3nfw,0,21,7,0
51.12514924,-113.9371153,c3ncd,2,17,1,0
51.1299119224518,-114.2295645653326,c3ng0,5,12,3,0
50.92921661194187,-114.14041659910608,c3nck,6,0,10,0
51.144444027756414,-113.95318553895073,c3nfy,3,8,5,0
50.97962865617589,-114.09539231106795,c3nf5,4,17,8,1
51.04619668,-114.1446595,c3p1b,4,17,5,0
51.03051164,-113.9936483,c3nfq,6,10,11,0
51.14985765,-114.1946883,c3nfc,4,4,12,1
51.13257052362095,-113.95846690249309,c3nf2,1,21,2,0
51.06730986454722,-114.02653567071911,c3nft,2,5,9,1
51.13421426,-114.001642,c3nce,5,17,12,0
50.941316466120576,-113.98869741124051,c3ncy,5,19,11,0
51.09610335748203,-114.0624275156938,c3nfs,4,8,11,0
50.9868654268982,-114.03987296924656,c3nfh,4,14,5,1
50.90532295,-114.0990676,c3ncf,1,12,11,0
51.06687073,-114.062412,c3ngn,4,7,1,0
51.04963438,-114.0735751,c3nfk,3,10,6,1
51.11068936573859,-113.94734026231674,c3nfz,3,19,7,0
51.03788872,-113.9292888,c3nfr,1,1,7,0
51.04938006,-114.0946799,c3p42,4,19,6,0
51.01800583361793,-114.16357543892744,c3nf4,3,11,12,0
51.01301365707069,-114.00683800794624,c3nfj,3,0,9,0
50.92036386232031,-114.13162869778698,c3ncd,2,22,9,0
51.06814038,-113.981675,c3nfw,3,20,9,0
51.16110050034223,-114.12582058424074,c3ng5,2,0,6,0
51.08149836153535,-114.011851122913,c3nf1,3,9,1,0
51.13196571,-114.0449251,c3ncy,5,18,7,0
51.05801644483959,-113.92073287172398,c3nfr,0,10,7,1
51.08588782,-113.9585004,c3ng1,6,21,11,0
51.15304961,-114.0670764,c3nck,3,18,8,0
51.01600167,-114.0485759,c3ng0,6,5,11,0
51.05886054455097,-114.05431115122596,c3ndx,5,10,8,0
51.04142665,-114.0632977,c3ncy,2,6,12,0
50.94922121,-113.9296094,c3ncz,4,13,10,0
50.99415668,-114.0391731,c3p1b,0,17,8,0
51.17963353,-114.0033486,c3nfv,3,22,3,0
51.07293645,-114.0018346,c3ncf,3,17,2,0
51.085344255331535,-113.98198433697792,c3nfw,6,8,9,0
51.077531395802254,-114.02995264400408,c3nft,6,7,10,0
51.18311080545308,-114.17615228126728,c3ng1,0,19,3,0
51.16095201120567,-113.93821869262116,c3ngp,3,18,5,1
51.04900145426608,-114.01894684184415,c3nfm,6,10,4,1
51.11193346194291,-113.97461127652458,c3nfy,1,11,1,1
50.940296018542945,-114.0709319597376,c3ncu,2,21,5,0
51.14443369122683,-114.1262057229771,c3nff,1,19,2,1
51.10322417,-114.1439859,c3nfd,4,18,1,0
51.06424314,-114.1201019,c3ncr,0,8,5,0
51.04814714775922,-113.98211343442732,c3nfq,5,8,5,0
51.05598014,-113.9545136,c3nfq,2,6,5,0
51.12654847,-113.9476791,c3nfz,5,0,2,1
51.04768723651429,-114.14115912677956,c3nf6,2,0,11,1
50.99625308,-114.1017978,c3nf5,3,7,1,0
51.17519577,-114.1569686,c3nf3,3,7,7,0
51.11065211,-114.0492326,c3nf1,3,6,3,0
51.1522223,-113.9212493,c3nfz,6,10,3,0
51.18108989805002,-114.10077410354111,c3ng5,1,7,10,1
51.04121648,-114.1179078,c3ng1,2,18,12,0
51.05577100590603,-113.93503210585024,c3nfr,4,12,11,0
50.93261968472084,-113.97769541421222,c3ncy,6,17,9,0
51.18146958,-114.0945715,c3p42,1,17,8,0
51.04150722,-114.1236428,c3nfc,3,13,9,0
51.06155731,-114.0625291,c3nfk,1,10,3,1
50.94066833,-113.9198594,c3nc7,3,4,10,0
51.07882709760545,-114.03158823576152,c3ng4,6,21,8,0
50.97961157009874,-113.92940159018286,c3ng0,2,14,7,0
51.06687537168331,-114.0616327313227,c3nf6,0,7,8,0
51.05887765,-114.0625342,c3ncg,2,0,1,0
51.01917732,-114.1521048,c3ncx,4,15,12,0
51.02108966,-114.2338508,c3nf2,3,16,5,1
51.17448859650424,-114.00052154342995,c3nfv,0,20,10,0
50.957869855471856,-113.98131029999703,c3ncd,1,9,12,0
50.99638927,-114.1015958,c3nf5,0,11,3,0
50.91649281225492,-113.97528278440656,c3nfv,4,23,5,0
51.05740528728963,-113.92067871152145,c3p48,3,7,6,0
51.11068937,-113.9473403,c3nfz,1,17,5,1
50.99409019,-114.0951096,c3nf5,6,9,5,0
50.87949724,-113.9702943,c3p18,2,12,2,0
51.08218776,-113.958503,c3nfw,0,17,3,1
50.9794682,-113.917368,c3nfp,2,16,7,1
50.95043123,-114.1180053,c3ndx,3,14,5,0
51.06774605173064,-113.93509638371472,c3nfx,2,18,6,0
50.99774635,-114.0716777,c3nf0,5,14,9,0
50.9945147,-114.0974915,c3nfn,2,19,6,0
51.13260225325808,-113.94730034164188,c3nfs,0,22,10,0
51.13463000204407,-114.04164010692286,c3nf4,4,6,11,0
50.97227466296761,-113.98188729803168,c3ncy,3,20,11,0
50.9796916138257,-113.9350385061022,c3nfp,3,9,12,0
51.03786451,-113.9076098,c3nfr,0,19,1,1
51.12305849,-114.1702519,c3nfc,6,1,7,1
51.03717986899738,-113.99966607041388,c3nfg,1,22,8,0
50.96693384777886,-114.14765038733594,c3ncf,5,16,5,0
51.114727,-114.1550556,c3nfn,5,16,5,0
51.04810194,-114.0860254,c3nf7,5,11,10,1
51.01301366,-114.006838,c3nfj,5,14,3,1
51.02326849,-114.0777959,c3ncm,5,0,12,0
50.97963804,-113.9817403,c3nfn,0,21,9,0
50.89931023,-114.0583629,c3ncs,6,10,3,0
51.03780596,-114.1383185,c3nf0,6,16,8,0
51.04404541,-114.0887831,c3nf7,1,16,1,1
51.08152652,-114.0291591,c3ndx,3,15,5,0
51.03792828120455,-113.97143629785752,c3nfq,1,2,7,0
51.10986278,-114.2113072,c3nfc,4,12,9,0
50.94834192,-114.0339123,c3nf0,3,15,4,0
51.06002275155669,-113.95844611011728,c3ncv,2,15,12,0
51.12216566,-114.0461545,c3ncm,5,16,2,0
51.04747941223277,-114.02898743716383,c3nfm,3,5,9,0
51.117088027393265,-114.21578985123958,c3nfb,4,20,9,0
50.99516525,-114.0989405,c3nf5,2,16,9,1
51.14726902,-113.9709178,c3nfy,6,15,7,1
51.04407487,-114.0096004,c3nfm,2,19,9,1
51.06720117158919,-113.97343129075855,c3p42,1,9,2,0
51.03075794,-114.1874411,c3p1b,0,16,9,0
51.16020694,-114.0709902,c3nfb,1,13,3,0
51.16314528795807,-114.05643240033928,c3ngh,3,5,10,0
51.13989882736434,-114.00182682414624,c3nfv,3,9,10,0
51.08150342,-114.1891715,c3ncg,5,1,11,0
51.00076367308103,-114.118966947573,c3nf2,1,18,1,0
51.04875608460869,-114.01973199989314,c3nc7,3,7,9,0
50.91830077004213,-113.95871652706664,c3ncw,6,19,10,1
51.07143256,-113.9814928,c3ncz,3,1,10,0
51.13986743621813,-113.98324264373323,c3ncf,0,17,9,0
51.12216565969903,-114.04615450151434,c3ncd,4,16,8,0
51.09119466673448,-113.9815793687862,c3nfw,1,7,4,1
51.03939307,-113.9700122,c3nfq,4,16,10,1
51.15570583122064,-114.17907897177753,c3ng1,3,10,11,0
51.15443341,-113.9211679,c3nfm,2,5,6,0
51.05247351,-113.9355533,c3nfr,4,18,12,1
50.97058953,-114.036222,c3ncv,4,23,9,0
51.079710753754384,-113.98177759195838,c3nfz,3,16,7,0
51.05107711,-114.0522331,c3nf6,4,5,11,0
51.04490784,-114.0740094,c3nfn,1,22,12,0
50.88141303206129,-113.9657787471882,c3ncq,3,11,12,0
51.06674828558504,-114.21105746905118,c3nf9,5,20,2,0
51.011323554729614,-114.18643792077664,c3nf1,5,18,9,0
51.13245874994271,-113.96586856677956,c3nfy,5,18,12,1
51.09995627679963,-113.9587639790516,c3nf0,5,12,10,0
51.17599224524406,-114.00270705146497,c3nfp,6,21,5,0
51.09615240947911,-114.03392110228312,c3ng1,4,15,1,0
51.06701182,-114.0077561,c3ncr,0,15,4,0
51.01696384,-114.0786517,c3nfh,2,11,10,1
51.12154264454326,-114.1342918030842,c3nff,3,17,12,1
50.95030669,-114.1090653,c3nf2,2,21,7,0
51.09577644206913,-114.14621469775956,c3ng1,2,9,3,0
51.00873219,-114.0018768,c3nfj,2,20,9,1
50.95406944504501,-114.1178179458155,c3ncg,2,12,12,1
51.09607386,-113.901924,c3p48,3,18,5,0
50.94786678161493,-113.99874610937462,c3ndx,3,7,9,0
51.11068937,-113.9473403,c3nfz,2,18,12,1
51.12137892311184,-114.2014950352382,c3nfc,5,9,1,1
50.93156544098663,-114.06913904251368,c3ncs,2,15,10,1
51.03713696,-114.0027029,c3ncm,0,23,9,0
51.10807379,-114.0624359,c3p42,5,14,6,0
50.90138786,-113.9648993,c3ncw,0,4,10,0
51.0967569,-114.0071213,c3nft,2,1,4,0
50.86608149941294,-113.96315375478986,c3ncf,5,11,9,0
51.114220695045226,-114.04667887673844,c3nfu,2,8,1,1
51.07044757,-114.0014261,c3ncr,5,1,10,0
51.00225156723979,-114.04889562652984,c3p48,0,16,1,0
51.08150342,-114.1891715,c3nf9,4,13,6,0
50.99891467515435,-113.95838318100832,c3nfn,5,4,3,0
51.08141115,-114.034863,c3nck,1,22,2,0
50.87767399,-114.0938804,c3ncr,3,3,11,0
50.98322047,-113.9987792,c3nfj,0,15,11,1
50.99872748477766,-113.98572655353505,c3nfp,5,3,9,0
50.976013298979716,-113.9344771945553,c3ncz,0,19,2,0
51.03780283,-114.1528166,c3nf6,1,18,11,1
50.95464814,-114.0270283,c3ncv,3,3,6,0
50.94872011,-113.9580063,c3nce,2,19,7,0
